"P","SOA","freq","primetype","prime","target","RT"
519,"SOA47","L","PSIM","aquivocal","EQUIVOCAL",533
524,"SOA47","L","PSIM","aquivocal","EQUIVOCAL",385
525,"SOA47","L","PSIM","aquivocal","EQUIVOCAL",470
536,"SOA47","L","PSIM","aquivocal","EQUIVOCAL",668
503,"SOA47","L","UN","cessation","EQUIVOCAL",561
504,"SOA47","L","UN","cessation","EQUIVOCAL",1053
509,"SOA47","L","UN","cessation","EQUIVOCAL",879
516,"SOA47","L","UN","cessation","EQUIVOCAL",880
527,"SOA47","L","UN","cessation","EQUIVOCAL",780
528,"SOA47","L","UN","cessation","EQUIVOCAL",1176
320,"SOA80","L","PDISS","equidocal","EQUIVOCAL",1194
323,"SOA80","L","PDISS","equidocal","EQUIVOCAL",1010
326,"SOA80","L","PDISS","equidocal","EQUIVOCAL",764
329,"SOA80","L","PDISS","equidocal","EQUIVOCAL",792
332,"SOA80","L","PDISS","equidocal","EQUIVOCAL",617
335,"SOA80","L","PDISS","equidocal","EQUIVOCAL",431
339,"SOA80","L","PDISS","equidocal","EQUIVOCAL",797
344,"SOA80","L","PDISS","equidocal","EQUIVOCAL",1219
350,"SOA80","L","PDISS","equidocal","EQUIVOCAL",525
324,"SOA80","L","PSIM","aquivocal","EQUIVOCAL",705
330,"SOA80","L","PSIM","aquivocal","EQUIVOCAL",721
336,"SOA80","L","PSIM","aquivocal","EQUIVOCAL",552
337,"SOA80","L","PSIM","aquivocal","EQUIVOCAL",564
348,"SOA80","L","PSIM","aquivocal","EQUIVOCAL",576
355,"SOA80","L","PSIM","aquivocal","EQUIVOCAL",1116
321,"SOA80","L","UN","cessation","EQUIVOCAL",1665
322,"SOA80","L","UN","cessation","EQUIVOCAL",1518
327,"SOA80","L","UN","cessation","EQUIVOCAL",1272
328,"SOA80","L","UN","cessation","EQUIVOCAL",822
333,"SOA80","L","UN","cessation","EQUIVOCAL",835
334,"SOA80","L","UN","cessation","EQUIVOCAL",995
338,"SOA80","L","UN","cessation","EQUIVOCAL",812
345,"SOA80","L","UN","cessation","EQUIVOCAL",962
346,"SOA80","L","UN","cessation","EQUIVOCAL",630
357,"SOA80","L","UN","cessation","EQUIVOCAL",774
502,"SOA47","L","PDISS","facsumile","FACSIMILE",605
508,"SOA47","L","PDISS","facsumile","FACSIMILE",571
511,"SOA47","L","PDISS","facsumile","FACSIMILE",681
514,"SOA47","L","PDISS","facsumile","FACSIMILE",466
517,"SOA47","L","PDISS","facsumile","FACSIMILE",701
520,"SOA47","L","PDISS","facsumile","FACSIMILE",495
523,"SOA47","L","PDISS","facsumile","FACSIMILE",692
535,"SOA47","L","PDISS","facsumile","FACSIMILE",669
541,"SOA47","L","PDISS","facsumile","FACSIMILE",672
501,"SOA47","L","PSIM","faxsimile","FACSIMILE",603
507,"SOA47","L","PSIM","faxsimile","FACSIMILE",515
512,"SOA47","L","PSIM","faxsimile","FACSIMILE",463
513,"SOA47","L","PSIM","faxsimile","FACSIMILE",753
519,"SOA47","L","PSIM","faxsimile","FACSIMILE",467
525,"SOA47","L","PSIM","faxsimile","FACSIMILE",671
530,"SOA47","L","PSIM","faxsimile","FACSIMILE",624
536,"SOA47","L","PSIM","faxsimile","FACSIMILE",633
509,"SOA47","L","UN","haughtily","FACSIMILE",589
510,"SOA47","L","UN","haughtily","FACSIMILE",815
515,"SOA47","L","UN","haughtily","FACSIMILE",870
516,"SOA47","L","UN","haughtily","FACSIMILE",804
521,"SOA47","L","UN","haughtily","FACSIMILE",749
522,"SOA47","L","UN","haughtily","FACSIMILE",886
527,"SOA47","L","UN","haughtily","FACSIMILE",656
528,"SOA47","L","UN","haughtily","FACSIMILE",1091
323,"SOA80","L","PDISS","facsumile","FACSIMILE",832
326,"SOA80","L","PDISS","facsumile","FACSIMILE",688
332,"SOA80","L","PDISS","facsumile","FACSIMILE",519
335,"SOA80","L","PDISS","facsumile","FACSIMILE",478
344,"SOA80","L","PDISS","facsumile","FACSIMILE",1098
350,"SOA80","L","PDISS","facsumile","FACSIMILE",466
319,"SOA80","L","PSIM","faxsimile","FACSIMILE",857
324,"SOA80","L","PSIM","faxsimile","FACSIMILE",481
325,"SOA80","L","PSIM","faxsimile","FACSIMILE",929
330,"SOA80","L","PSIM","faxsimile","FACSIMILE",688
331,"SOA80","L","PSIM","faxsimile","FACSIMILE",660
336,"SOA80","L","PSIM","faxsimile","FACSIMILE",521
337,"SOA80","L","PSIM","faxsimile","FACSIMILE",617
348,"SOA80","L","PSIM","faxsimile","FACSIMILE",538
354,"SOA80","L","PSIM","faxsimile","FACSIMILE",997
355,"SOA80","L","PSIM","faxsimile","FACSIMILE",1478
321,"SOA80","L","UN","haughtily","FACSIMILE",1828
327,"SOA80","L","UN","haughtily","FACSIMILE",567
328,"SOA80","L","UN","haughtily","FACSIMILE",535
333,"SOA80","L","UN","haughtily","FACSIMILE",861
334,"SOA80","L","UN","haughtily","FACSIMILE",1362
338,"SOA80","L","UN","haughtily","FACSIMILE",736
345,"SOA80","L","UN","haughtily","FACSIMILE",720
346,"SOA80","L","UN","haughtily","FACSIMILE",654
357,"SOA80","L","UN","haughtily","FACSIMILE",756
503,"SOA47","M","PDISS","flixible","FLEXIBLE",527
506,"SOA47","M","PDISS","flixible","FLEXIBLE",502
509,"SOA47","M","PDISS","flixible","FLEXIBLE",708
512,"SOA47","M","PDISS","flixible","FLEXIBLE",520
515,"SOA47","M","PDISS","flixible","FLEXIBLE",505
521,"SOA47","M","PDISS","flixible","FLEXIBLE",465
524,"SOA47","M","PDISS","flixible","FLEXIBLE",397
527,"SOA47","M","PDISS","flixible","FLEXIBLE",478
530,"SOA47","M","PDISS","flixible","FLEXIBLE",513
536,"SOA47","M","PDISS","flixible","FLEXIBLE",437
502,"SOA47","M","PSIM","flexable","FLEXIBLE",543
504,"SOA47","M","PSIM","flexable","FLEXIBLE",600
508,"SOA47","M","PSIM","flexable","FLEXIBLE",502
510,"SOA47","M","PSIM","flexable","FLEXIBLE",509
514,"SOA47","M","PSIM","flexable","FLEXIBLE",427
516,"SOA47","M","PSIM","flexable","FLEXIBLE",536
520,"SOA47","M","PSIM","flexable","FLEXIBLE",487
522,"SOA47","M","PSIM","flexable","FLEXIBLE",658
526,"SOA47","M","PSIM","flexable","FLEXIBLE",832
528,"SOA47","M","PSIM","flexable","FLEXIBLE",470
501,"SOA47","M","UN","intimate","FLEXIBLE",570
511,"SOA47","M","UN","intimate","FLEXIBLE",499
513,"SOA47","M","UN","intimate","FLEXIBLE",824
517,"SOA47","M","UN","intimate","FLEXIBLE",805
519,"SOA47","M","UN","intimate","FLEXIBLE",540
523,"SOA47","M","UN","intimate","FLEXIBLE",729
525,"SOA47","M","UN","intimate","FLEXIBLE",710
535,"SOA47","M","UN","intimate","FLEXIBLE",580
541,"SOA47","M","UN","intimate","FLEXIBLE",590
321,"SOA80","M","PDISS","flixible","FLEXIBLE",1337
324,"SOA80","M","PDISS","flixible","FLEXIBLE",467
327,"SOA80","M","PDISS","flixible","FLEXIBLE",499
330,"SOA80","M","PDISS","flixible","FLEXIBLE",622
333,"SOA80","M","PDISS","flixible","FLEXIBLE",540
336,"SOA80","M","PDISS","flixible","FLEXIBLE",504
345,"SOA80","M","PDISS","flixible","FLEXIBLE",620
348,"SOA80","M","PDISS","flixible","FLEXIBLE",433
354,"SOA80","M","PDISS","flixible","FLEXIBLE",899
357,"SOA80","M","PDISS","flixible","FLEXIBLE",953
320,"SOA80","M","PSIM","flexable","FLEXIBLE",822
322,"SOA80","M","PSIM","flexable","FLEXIBLE",1022
326,"SOA80","M","PSIM","flexable","FLEXIBLE",927
328,"SOA80","M","PSIM","flexable","FLEXIBLE",597
332,"SOA80","M","PSIM","flexable","FLEXIBLE",473
334,"SOA80","M","PSIM","flexable","FLEXIBLE",515
338,"SOA80","M","PSIM","flexable","FLEXIBLE",492
344,"SOA80","M","PSIM","flexable","FLEXIBLE",669
346,"SOA80","M","PSIM","flexable","FLEXIBLE",402
350,"SOA80","M","PSIM","flexable","FLEXIBLE",488
319,"SOA80","M","UN","intimate","FLEXIBLE",585
323,"SOA80","M","UN","intimate","FLEXIBLE",692
325,"SOA80","M","UN","intimate","FLEXIBLE",545
329,"SOA80","M","UN","intimate","FLEXIBLE",935
331,"SOA80","M","UN","intimate","FLEXIBLE",511
335,"SOA80","M","UN","intimate","FLEXIBLE",538
337,"SOA80","M","UN","intimate","FLEXIBLE",525
339,"SOA80","M","UN","intimate","FLEXIBLE",640
355,"SOA80","M","UN","intimate","FLEXIBLE",482
502,"SOA47","L","PDISS","gluoride","FLUORIDE",600
508,"SOA47","L","PDISS","gluoride","FLUORIDE",759
511,"SOA47","L","PDISS","gluoride","FLUORIDE",465
514,"SOA47","L","PDISS","gluoride","FLUORIDE",487
517,"SOA47","L","PDISS","gluoride","FLUORIDE",559
520,"SOA47","L","PDISS","gluoride","FLUORIDE",609
523,"SOA47","L","PDISS","gluoride","FLUORIDE",607
526,"SOA47","L","PDISS","gluoride","FLUORIDE",606
535,"SOA47","L","PDISS","gluoride","FLUORIDE",510
541,"SOA47","L","PDISS","gluoride","FLUORIDE",644
501,"SOA47","L","PSIM","flouride","FLUORIDE",554
506,"SOA47","L","PSIM","flouride","FLUORIDE",605
507,"SOA47","L","PSIM","flouride","FLUORIDE",472
512,"SOA47","L","PSIM","flouride","FLUORIDE",412
513,"SOA47","L","PSIM","flouride","FLUORIDE",447
519,"SOA47","L","PSIM","flouride","FLUORIDE",439
524,"SOA47","L","PSIM","flouride","FLUORIDE",384
525,"SOA47","L","PSIM","flouride","FLUORIDE",727
530,"SOA47","L","PSIM","flouride","FLUORIDE",566
536,"SOA47","L","PSIM","flouride","FLUORIDE",572
504,"SOA47","L","UN","advocacy","FLUORIDE",1002
509,"SOA47","L","UN","advocacy","FLUORIDE",684
510,"SOA47","L","UN","advocacy","FLUORIDE",629
515,"SOA47","L","UN","advocacy","FLUORIDE",518
516,"SOA47","L","UN","advocacy","FLUORIDE",594
521,"SOA47","L","UN","advocacy","FLUORIDE",592
522,"SOA47","L","UN","advocacy","FLUORIDE",1158
527,"SOA47","L","UN","advocacy","FLUORIDE",919
528,"SOA47","L","UN","advocacy","FLUORIDE",846
320,"SOA80","L","PDISS","gluoride","FLUORIDE",980
323,"SOA80","L","PDISS","gluoride","FLUORIDE",594
326,"SOA80","L","PDISS","gluoride","FLUORIDE",858
329,"SOA80","L","PDISS","gluoride","FLUORIDE",639
332,"SOA80","L","PDISS","gluoride","FLUORIDE",742
335,"SOA80","L","PDISS","gluoride","FLUORIDE",638
339,"SOA80","L","PDISS","gluoride","FLUORIDE",598
344,"SOA80","L","PDISS","gluoride","FLUORIDE",870
347,"SOA80","L","PDISS","gluoride","FLUORIDE",1270
350,"SOA80","L","PDISS","gluoride","FLUORIDE",478
319,"SOA80","L","PSIM","flouride","FLUORIDE",935
324,"SOA80","L","PSIM","flouride","FLUORIDE",764
325,"SOA80","L","PSIM","flouride","FLUORIDE",489
330,"SOA80","L","PSIM","flouride","FLUORIDE",643
331,"SOA80","L","PSIM","flouride","FLUORIDE",540
336,"SOA80","L","PSIM","flouride","FLUORIDE",620
348,"SOA80","L","PSIM","flouride","FLUORIDE",721
354,"SOA80","L","PSIM","flouride","FLUORIDE",1498
355,"SOA80","L","PSIM","flouride","FLUORIDE",506
321,"SOA80","L","UN","advocacy","FLUORIDE",1099
322,"SOA80","L","UN","advocacy","FLUORIDE",981
327,"SOA80","L","UN","advocacy","FLUORIDE",599
328,"SOA80","L","UN","advocacy","FLUORIDE",893
333,"SOA80","L","UN","advocacy","FLUORIDE",921
334,"SOA80","L","UN","advocacy","FLUORIDE",812
338,"SOA80","L","UN","advocacy","FLUORIDE",582
345,"SOA80","L","UN","advocacy","FLUORIDE",1392
346,"SOA80","L","UN","advocacy","FLUORIDE",727
503,"SOA47","M","PDISS","gunerous","GENEROUS",494
506,"SOA47","M","PDISS","gunerous","GENEROUS",519
509,"SOA47","M","PDISS","gunerous","GENEROUS",628
512,"SOA47","M","PDISS","gunerous","GENEROUS",553
521,"SOA47","M","PDISS","gunerous","GENEROUS",557
524,"SOA47","M","PDISS","gunerous","GENEROUS",609
527,"SOA47","M","PDISS","gunerous","GENEROUS",634
530,"SOA47","M","PDISS","gunerous","GENEROUS",391
536,"SOA47","M","PDISS","gunerous","GENEROUS",647
504,"SOA47","M","PSIM","genorous","GENEROUS",760
508,"SOA47","M","PSIM","genorous","GENEROUS",948
510,"SOA47","M","PSIM","genorous","GENEROUS",454
514,"SOA47","M","PSIM","genorous","GENEROUS",636
516,"SOA47","M","PSIM","genorous","GENEROUS",951
520,"SOA47","M","PSIM","genorous","GENEROUS",615
522,"SOA47","M","PSIM","genorous","GENEROUS",574
526,"SOA47","M","PSIM","genorous","GENEROUS",469
528,"SOA47","M","PSIM","genorous","GENEROUS",428
501,"SOA47","M","UN","explicit","GENEROUS",548
507,"SOA47","M","UN","explicit","GENEROUS",443
511,"SOA47","M","UN","explicit","GENEROUS",571
513,"SOA47","M","UN","explicit","GENEROUS",981
517,"SOA47","M","UN","explicit","GENEROUS",718
519,"SOA47","M","UN","explicit","GENEROUS",441
523,"SOA47","M","UN","explicit","GENEROUS",633
525,"SOA47","M","UN","explicit","GENEROUS",508
535,"SOA47","M","UN","explicit","GENEROUS",536
541,"SOA47","M","UN","explicit","GENEROUS",1027
321,"SOA80","M","PDISS","gunerous","GENEROUS",1710
324,"SOA80","M","PDISS","gunerous","GENEROUS",880
327,"SOA80","M","PDISS","gunerous","GENEROUS",396
330,"SOA80","M","PDISS","gunerous","GENEROUS",623
333,"SOA80","M","PDISS","gunerous","GENEROUS",865
336,"SOA80","M","PDISS","gunerous","GENEROUS",449
345,"SOA80","M","PDISS","gunerous","GENEROUS",548
348,"SOA80","M","PDISS","gunerous","GENEROUS",454
354,"SOA80","M","PDISS","gunerous","GENEROUS",1691
357,"SOA80","M","PDISS","gunerous","GENEROUS",548
320,"SOA80","M","PSIM","genorous","GENEROUS",968
322,"SOA80","M","PSIM","genorous","GENEROUS",852
326,"SOA80","M","PSIM","genorous","GENEROUS",428
328,"SOA80","M","PSIM","genorous","GENEROUS",549
332,"SOA80","M","PSIM","genorous","GENEROUS",441
334,"SOA80","M","PSIM","genorous","GENEROUS",389
346,"SOA80","M","PSIM","genorous","GENEROUS",454
350,"SOA80","M","PSIM","genorous","GENEROUS",526
319,"SOA80","M","UN","explicit","GENEROUS",614
323,"SOA80","M","UN","explicit","GENEROUS",1046
325,"SOA80","M","UN","explicit","GENEROUS",580
329,"SOA80","M","UN","explicit","GENEROUS",484
331,"SOA80","M","UN","explicit","GENEROUS",665
335,"SOA80","M","UN","explicit","GENEROUS",404
337,"SOA80","M","UN","explicit","GENEROUS",488
339,"SOA80","M","UN","explicit","GENEROUS",633
347,"SOA80","M","UN","explicit","GENEROUS",1335
355,"SOA80","M","UN","explicit","GENEROUS",710
502,"SOA47","L","PDISS","graffuti","GRAFFITI",795
508,"SOA47","L","PDISS","graffuti","GRAFFITI",787
511,"SOA47","L","PDISS","graffuti","GRAFFITI",735
514,"SOA47","L","PDISS","graffuti","GRAFFITI",768
517,"SOA47","L","PDISS","graffuti","GRAFFITI",681
520,"SOA47","L","PDISS","graffuti","GRAFFITI",542
523,"SOA47","L","PDISS","graffuti","GRAFFITI",594
526,"SOA47","L","PDISS","graffuti","GRAFFITI",658
535,"SOA47","L","PDISS","graffuti","GRAFFITI",569
541,"SOA47","L","PDISS","graffuti","GRAFFITI",787
501,"SOA47","L","PSIM","grafitti","GRAFFITI",547
506,"SOA47","L","PSIM","grafitti","GRAFFITI",605
507,"SOA47","L","PSIM","grafitti","GRAFFITI",625
512,"SOA47","L","PSIM","grafitti","GRAFFITI",488
513,"SOA47","L","PSIM","grafitti","GRAFFITI",557
519,"SOA47","L","PSIM","grafitti","GRAFFITI",499
524,"SOA47","L","PSIM","grafitti","GRAFFITI",569
525,"SOA47","L","PSIM","grafitti","GRAFFITI",565
536,"SOA47","L","PSIM","grafitti","GRAFFITI",757
503,"SOA47","L","UN","contrive","GRAFFITI",891
504,"SOA47","L","UN","contrive","GRAFFITI",1567
509,"SOA47","L","UN","contrive","GRAFFITI",706
510,"SOA47","L","UN","contrive","GRAFFITI",669
515,"SOA47","L","UN","contrive","GRAFFITI",543
516,"SOA47","L","UN","contrive","GRAFFITI",751
521,"SOA47","L","UN","contrive","GRAFFITI",729
522,"SOA47","L","UN","contrive","GRAFFITI",971
527,"SOA47","L","UN","contrive","GRAFFITI",1403
528,"SOA47","L","UN","contrive","GRAFFITI",568
320,"SOA80","L","PDISS","graffuti","GRAFFITI",1040
323,"SOA80","L","PDISS","graffuti","GRAFFITI",499
326,"SOA80","L","PDISS","graffuti","GRAFFITI",1445
329,"SOA80","L","PDISS","graffuti","GRAFFITI",890
332,"SOA80","L","PDISS","graffuti","GRAFFITI",634
335,"SOA80","L","PDISS","graffuti","GRAFFITI",719
339,"SOA80","L","PDISS","graffuti","GRAFFITI",507
344,"SOA80","L","PDISS","graffuti","GRAFFITI",1172
350,"SOA80","L","PDISS","graffuti","GRAFFITI",743
319,"SOA80","L","PSIM","grafitti","GRAFFITI",645
324,"SOA80","L","PSIM","grafitti","GRAFFITI",627
325,"SOA80","L","PSIM","grafitti","GRAFFITI",547
330,"SOA80","L","PSIM","grafitti","GRAFFITI",620
331,"SOA80","L","PSIM","grafitti","GRAFFITI",537
336,"SOA80","L","PSIM","grafitti","GRAFFITI",543
337,"SOA80","L","PSIM","grafitti","GRAFFITI",588
348,"SOA80","L","PSIM","grafitti","GRAFFITI",480
354,"SOA80","L","PSIM","grafitti","GRAFFITI",691
355,"SOA80","L","PSIM","grafitti","GRAFFITI",1087
321,"SOA80","L","UN","contrive","GRAFFITI",882
322,"SOA80","L","UN","contrive","GRAFFITI",1016
333,"SOA80","L","UN","contrive","GRAFFITI",669
334,"SOA80","L","UN","contrive","GRAFFITI",818
346,"SOA80","L","UN","contrive","GRAFFITI",778
357,"SOA80","L","UN","contrive","GRAFFITI",650
502,"SOA47","L","PDISS","gulsible","GULLIBLE",602
508,"SOA47","L","PDISS","gulsible","GULLIBLE",490
511,"SOA47","L","PDISS","gulsible","GULLIBLE",850
514,"SOA47","L","PDISS","gulsible","GULLIBLE",404
517,"SOA47","L","PDISS","gulsible","GULLIBLE",708
520,"SOA47","L","PDISS","gulsible","GULLIBLE",583
523,"SOA47","L","PDISS","gulsible","GULLIBLE",807
535,"SOA47","L","PDISS","gulsible","GULLIBLE",760
541,"SOA47","L","PDISS","gulsible","GULLIBLE",1083
501,"SOA47","L","PSIM","gullable","GULLIBLE",1045
506,"SOA47","L","PSIM","gullable","GULLIBLE",624
507,"SOA47","L","PSIM","gullable","GULLIBLE",613
512,"SOA47","L","PSIM","gullable","GULLIBLE",457
513,"SOA47","L","PSIM","gullable","GULLIBLE",735
519,"SOA47","L","PSIM","gullable","GULLIBLE",531
524,"SOA47","L","PSIM","gullable","GULLIBLE",505
525,"SOA47","L","PSIM","gullable","GULLIBLE",548
530,"SOA47","L","PSIM","gullable","GULLIBLE",462
536,"SOA47","L","PSIM","gullable","GULLIBLE",944
503,"SOA47","L","UN","obedient","GULLIBLE",553
504,"SOA47","L","UN","obedient","GULLIBLE",1062
509,"SOA47","L","UN","obedient","GULLIBLE",635
515,"SOA47","L","UN","obedient","GULLIBLE",798
516,"SOA47","L","UN","obedient","GULLIBLE",879
521,"SOA47","L","UN","obedient","GULLIBLE",654
527,"SOA47","L","UN","obedient","GULLIBLE",1199
320,"SOA80","L","PDISS","gulsible","GULLIBLE",875
323,"SOA80","L","PDISS","gulsible","GULLIBLE",784
329,"SOA80","L","PDISS","gulsible","GULLIBLE",1189
332,"SOA80","L","PDISS","gulsible","GULLIBLE",546
335,"SOA80","L","PDISS","gulsible","GULLIBLE",559
339,"SOA80","L","PDISS","gulsible","GULLIBLE",539
344,"SOA80","L","PDISS","gulsible","GULLIBLE",1173
347,"SOA80","L","PDISS","gulsible","GULLIBLE",1088
350,"SOA80","L","PDISS","gulsible","GULLIBLE",574
319,"SOA80","L","PSIM","gullable","GULLIBLE",640
324,"SOA80","L","PSIM","gullable","GULLIBLE",1079
325,"SOA80","L","PSIM","gullable","GULLIBLE",533
330,"SOA80","L","PSIM","gullable","GULLIBLE",636
336,"SOA80","L","PSIM","gullable","GULLIBLE",561
337,"SOA80","L","PSIM","gullable","GULLIBLE",510
354,"SOA80","L","PSIM","gullable","GULLIBLE",856
321,"SOA80","L","UN","obedient","GULLIBLE",1829
322,"SOA80","L","UN","obedient","GULLIBLE",1154
328,"SOA80","L","UN","obedient","GULLIBLE",617
333,"SOA80","L","UN","obedient","GULLIBLE",685
334,"SOA80","L","UN","obedient","GULLIBLE",885
338,"SOA80","L","UN","obedient","GULLIBLE",625
345,"SOA80","L","UN","obedient","GULLIBLE",967
346,"SOA80","L","UN","obedient","GULLIBLE",617
357,"SOA80","L","UN","obedient","GULLIBLE",835
501,"SOA47","M","PDISS","horitage","HERITAGE",464
504,"SOA47","M","PDISS","horitage","HERITAGE",587
507,"SOA47","M","PDISS","horitage","HERITAGE",455
510,"SOA47","M","PDISS","horitage","HERITAGE",571
513,"SOA47","M","PDISS","horitage","HERITAGE",644
516,"SOA47","M","PDISS","horitage","HERITAGE",683
519,"SOA47","M","PDISS","horitage","HERITAGE",456
522,"SOA47","M","PDISS","horitage","HERITAGE",624
525,"SOA47","M","PDISS","horitage","HERITAGE",602
528,"SOA47","M","PDISS","horitage","HERITAGE",550
503,"SOA47","M","PSIM","heritege","HERITAGE",556
509,"SOA47","M","PSIM","heritege","HERITAGE",670
515,"SOA47","M","PSIM","heritege","HERITAGE",551
517,"SOA47","M","PSIM","heritege","HERITAGE",599
521,"SOA47","M","PSIM","heritege","HERITAGE",515
523,"SOA47","M","PSIM","heritege","HERITAGE",582
527,"SOA47","M","PSIM","heritege","HERITAGE",599
535,"SOA47","M","PSIM","heritege","HERITAGE",440
541,"SOA47","M","PSIM","heritege","HERITAGE",636
502,"SOA47","M","UN","magnetic","HERITAGE",583
506,"SOA47","M","UN","magnetic","HERITAGE",665
508,"SOA47","M","UN","magnetic","HERITAGE",542
512,"SOA47","M","UN","magnetic","HERITAGE",483
514,"SOA47","M","UN","magnetic","HERITAGE",472
520,"SOA47","M","UN","magnetic","HERITAGE",471
524,"SOA47","M","UN","magnetic","HERITAGE",492
526,"SOA47","M","UN","magnetic","HERITAGE",477
530,"SOA47","M","UN","magnetic","HERITAGE",684
536,"SOA47","M","UN","magnetic","HERITAGE",932
319,"SOA80","M","PDISS","horitage","HERITAGE",707
322,"SOA80","M","PDISS","horitage","HERITAGE",796
325,"SOA80","M","PDISS","horitage","HERITAGE",629
328,"SOA80","M","PDISS","horitage","HERITAGE",464
331,"SOA80","M","PDISS","horitage","HERITAGE",381
334,"SOA80","M","PDISS","horitage","HERITAGE",479
337,"SOA80","M","PDISS","horitage","HERITAGE",518
338,"SOA80","M","PDISS","horitage","HERITAGE",397
346,"SOA80","M","PDISS","horitage","HERITAGE",493
355,"SOA80","M","PDISS","horitage","HERITAGE",507
321,"SOA80","M","PSIM","heritege","HERITAGE",683
323,"SOA80","M","PSIM","heritege","HERITAGE",727
327,"SOA80","M","PSIM","heritege","HERITAGE",624
329,"SOA80","M","PSIM","heritege","HERITAGE",636
333,"SOA80","M","PSIM","heritege","HERITAGE",520
335,"SOA80","M","PSIM","heritege","HERITAGE",379
339,"SOA80","M","PSIM","heritege","HERITAGE",489
345,"SOA80","M","PSIM","heritege","HERITAGE",676
347,"SOA80","M","PSIM","heritege","HERITAGE",733
357,"SOA80","M","PSIM","heritege","HERITAGE",474
320,"SOA80","M","UN","magnetic","HERITAGE",833
324,"SOA80","M","UN","magnetic","HERITAGE",736
326,"SOA80","M","UN","magnetic","HERITAGE",716
330,"SOA80","M","UN","magnetic","HERITAGE",804
332,"SOA80","M","UN","magnetic","HERITAGE",521
336,"SOA80","M","UN","magnetic","HERITAGE",568
344,"SOA80","M","UN","magnetic","HERITAGE",773
348,"SOA80","M","UN","magnetic","HERITAGE",818
350,"SOA80","M","UN","magnetic","HERITAGE",506
354,"SOA80","M","UN","magnetic","HERITAGE",922
502,"SOA47","L","PDISS","hybrolic","HYDRAULIC",1410
508,"SOA47","L","PDISS","hybrolic","HYDRAULIC",497
511,"SOA47","L","PDISS","hybrolic","HYDRAULIC",646
514,"SOA47","L","PDISS","hybrolic","HYDRAULIC",1069
520,"SOA47","L","PDISS","hybrolic","HYDRAULIC",573
